id	name	wiki_title	description	wiki_url
D002524	Thất điều tiểu não		Không tìm thấy mô tả.	
D002558	Chảy dịch não tủy		Không tìm thấy mô tả.	
D002559	Chảy nước mũi dịch não tủy		Không tìm thấy mô tả.	
D002637	Đau ngực		Không tìm thấy mô tả.	
D002639	Hô hấp Cheyne-Stokes		Không tìm thấy mô tả.	
D002819	múa giật	Chorea	Múa giật, hay (hiếm khi) múa giật, () là một rối loạn vận động không chủ ý bất thường, đặc trưng bởi các cử động nhanh của tay hoặc chân. Đây là một trong những nhóm rối loạn thần kinh được gọi là rối loạn vận động. Thuật ngữ múa giật có nguồn gốc từ tiếng Hy Lạp cổ đại χορεία (múa múa) 'khiêu vũ', vì các chuyển động của cơ thể có thể so sánh với khiêu vũ. Thuật ngữ múa giật nửa người dùng để chỉ múa giật ở một bên cơ thể, chẳng hạn như múa giật ở một cánh tay chứ không phải cả hai (tương tự như múa giật nửa người).	https://en.wikipedia.org/wiki/Chorea
D002832	Xuất huyết màng mạch		Không tìm thấy mô tả.	
D003085	Đau bụng	Colic	Đau bụng hay đau bụng () là một dạng đau bắt đầu và chấm dứt đột ngột. Đau bụng thường do tắc nghẽn đường cơ trơn trong cơ thể (ví dụ như ruột non hoặc ruột già, ống mật hoặc niệu quản). Sự tắc nghẽn gây ra các cơn co thắt cơ (nhu động) để đẩy tắc nghẽn ra khỏi cơ quan, dẫn đến cơn đau từng cơn dao động theo các cơn co thắt. Mặc dù thuật ngữ này chủ yếu đề cập đến cơn đau do cơ chế này gây ra, nhưng bất kỳ cơn đau nào xảy ra theo từng đợt hoặc dao động về cường độ đều có thể được gọi là đau bụng hoặc đau bụng.  Các cơn đau bụng có thể gây đau đớn tột độ, buồn nôn, đổ mồ hôi và nôn mửa. Sự tắc nghẽn các lối đi quan trọng trong cơ thể có thể dẫn đến các biến chứng nghiêm trọng và có khả năng gây tử vong nếu không được làm sạch, chẳng hạn như viêm túi mật trong trường hợp đau bụng mật hoặc bệnh sỏi thận. Mặc dù hoạt động của nhu động đôi khi có thể loại bỏ tắc nghẽn như vậy mà không cần can thiệp y tế, phẫu thuật hoặc các liệu pháp y tế khác được thiết kế để loại bỏ tắc nghẽn có thể cần thiết để điều trị tình trạng này.	https://en.wikipedia.org/wiki/Colic
D003117	Khiếm khuyết về tầm nhìn màu sắc		Không tìm thấy mô tả.	
D003128	hôn mê	Coma	Hôn mê (từ tiếng Hy Lạp cổ κῶμα koma 'ngủ sâu') là một trạng thái bất tỉnh sâu kéo dài, trong đó một người không thể đánh thức, không phản ứng bình thường với các kích thích (bao gồm đau đớn, ánh sáng và âm thanh), thiếu chu kỳ ngủ-thức bình thường và không bắt đầu các hành động tự nguyện. Người đó có thể gặp các vấn đề về hô hấp và tuần hoàn do cơ thể không có khả năng duy trì các chức năng bình thường của cơ thể. Những người hôn mê thường cần được chăm sóc y tế rộng rãi để duy trì sức khỏe và ngăn ngừa các biến chứng như viêm phổi hoặc cục máu đông. Bệnh nhân hôn mê biểu hiện hoàn toàn mất tỉnh táo và không thể cảm nhận, nói hoặc cử động một cách có ý thức. Hôn mê có thể là kết quả của những nguyên nhân tự nhiên hoặc có thể được gây ra về mặt y tế; ví dụ, trong quá trình gây mê toàn thân. Về mặt lâm sàng, hôn mê có thể được định nghĩa là tình trạng không thể tuân theo mệnh lệnh một bước một cách nhất quán. Để bệnh nhân duy trì được ý thức, các thành phần tỉnh táo và nhận thức phải được duy trì. Sự tỉnh táo là đánh giá định lượng về mức độ ý thức, trong khi nhận thức là đánh giá định tính về các chức năng qua trung gian vỏ não, bao gồm các khả năng nhận thức như sự chú ý, nhận thức giác quan, trí nhớ rõ ràng, ngôn ngữ, việc thực hiện các nhiệm vụ, định hướng không gian và thời gian, và phán đoán thực tế. Về mặt thần kinh, ý thức được duy trì nhờ sự kích hoạt của vỏ não—chất xám tạo thành lớp ngoài cùng của não—và bởi hệ thống kích hoạt dạng lưới (RAS), một cấu trúc trong thân não.	https://en.wikipedia.org/wiki/Coma
D003147	Rối loạn giao tiếp		Không tìm thấy mô tả.	
D003221	Lú lẫn	Confusion	Trong tâm lý học, nhầm lẫn là đặc tính hoặc trạng thái cảm xúc hoang mang hoặc mất phương hướng. Thuật ngữ rối loạn tâm thần cấp tính thường được sử dụng thay thế cho mê sảng trong Phân loại thống kê quốc tế về bệnh tật và các vấn đề sức khỏe liên quan và các ấn phẩm Tiêu đề chủ đề y tế để mô tả bệnh lý. Những điều này đề cập đến việc mất định hướng hoặc khả năng đặt bản thân vào thế giới một cách chính xác theo thời gian, địa điểm và bản sắc cá nhân. Rối loạn tâm thần đôi khi đi kèm với rối loạn ý thức (mất suy nghĩ tuyến tính) và mất trí nhớ (không có khả năng nhớ chính xác các sự kiện trước đó hoặc học tài liệu mới).	https://en.wikipedia.org/wiki/Confusion
D003244	Rối loạn ý thức		Không tìm thấy mô tả.	
D003248	Táo bón	Constipation	Táo bón là tình trạng rối loạn chức năng ruột khiến việc đi tiêu không thường xuyên hoặc khó đi đại tiện. Phân thường cứng và khô. Các triệu chứng khác có thể bao gồm đau bụng, đầy hơi và cảm giác như thể chưa đi đại tiện hoàn toàn. Các biến chứng do táo bón có thể bao gồm bệnh trĩ, nứt hậu môn hoặc ứ phân. Tần suất đi tiêu bình thường ở người lớn là từ ba lần mỗi ngày đến ba lần mỗi tuần. Trẻ sơ sinh thường đi tiêu từ 3 đến 4 lần mỗi ngày trong khi trẻ nhỏ thường đi tiêu từ 2 đến 3 lần mỗi ngày. Táo bón có nhiều nguyên nhân. Các nguyên nhân phổ biến bao gồm phân di chuyển chậm trong đại tràng, hội chứng ruột kích thích và rối loạn sàn chậu. Các bệnh liên quan cơ bản bao gồm suy giáp, tiểu đường, bệnh Parkinson, bệnh celiac, nhạy cảm với gluten không celiac, thiếu vitamin B12, ung thư ruột kết, viêm túi thừa và bệnh viêm ruột. Các loại thuốc liên quan đến táo bón bao gồm opioid, một số thuốc kháng axit, thuốc chẹn kênh canxi và thuốc kháng cholinergic. Trong số những người dùng opioid, khoảng 90% bị táo bón. Táo bón đáng lo ngại hơn khi người đó sụt cân hoặc thiếu máu, có máu trong phân, có tiền sử bệnh viêm ruột hoặc ung thư ruột kết trong gia đình một người hoặc bệnh mới khởi phát ở người lớn tuổi. Điều trị táo bón phụ thuộc vào nguyên nhân cơ bản và thời gian nó tồn tại. Các biện pháp có thể giúp ích bao gồm uống đủ nước, ăn nhiều chất xơ và tập thể dục. Nếu điều này không hiệu quả, có thể khuyến cáo sử dụng thuốc nhuận tràng dạng chất tạo khối, chất thẩm thấu, chất làm mềm phân hoặc loại chất bôi trơn. Thuốc nhuận tràng kích thích thường được dành riêng khi các loại khác không hiệu quả. Các phương pháp điều trị khác có thể bao gồm phản hồi sinh học hoặc trong một số trường hợp hiếm gặp là phẫu thuật. Trong dân số nói chung, tỷ lệ táo bón là 2-30%. Trong số những người cao tuổi sống tại viện dưỡng lão, tỷ lệ táo bón là 50–75%.	https://en.wikipedia.org/wiki/Constipation
D003371	Ho	Cough	Ho là hiện tượng không khí thoát ra đột ngột qua đường thở lớn, có thể giúp loại bỏ chất lỏng, chất kích thích, hạt lạ và vi khuẩn. Là một phản xạ bảo vệ, ho có thể lặp đi lặp lại với phản xạ ho theo ba giai đoạn: hít vào, thở ra gắng sức khi thanh môn đóng và thoát khí mạnh từ phổi sau khi thanh môn mở, thường kèm theo một âm thanh đặc biệt. Ho vào khuỷu tay hoặc hướng xuống đất—thay vì hướng về phía trước ở độ cao hít thở—có thể làm giảm sự lây lan của các giọt truyền nhiễm trong không khí. Ho thường xuyên thường cho thấy sự hiện diện của bệnh. Nhiều loại virus và vi khuẩn được hưởng lợi, từ góc độ tiến hóa, bằng cách khiến vật chủ ho, giúp truyền bệnh sang vật chủ mới. Ho bất thường thường do nhiễm trùng đường hô hấp nhưng cũng có thể do nghẹt thở, hút thuốc, ô nhiễm không khí, hen suyễn, bệnh trào ngược dạ dày thực quản, chảy nước mũi sau, viêm phế quản mãn tính, khối u phổi, suy tim và các loại thuốc như thuốc ức chế men chuyển angiotensin (thuốc ức chế men chuyển) và thuốc chẹn beta. Điều trị nên nhắm vào nguyên nhân; ví dụ, cai thuốc lá hoặc ngừng dùng thuốc ức chế ACE.  Thuốc giảm ho như codeine hoặc dextromethorphan thường được kê đơn nhưng không được khuyến khích cho trẻ em. Các lựa chọn điều trị khác có thể nhắm vào tình trạng viêm đường hô hấp hoặc có thể thúc đẩy quá trình tiết chất nhầy. Vì đây là phản xạ bảo vệ tự nhiên nên việc ức chế phản xạ ho có thể gây ra tác hại, đặc biệt nếu ho có đờm (có đờm).	https://en.wikipedia.org/wiki/Cough
D003410	Hội chứng Cri-du-Chat	Cri du chat syndrome	"Hội chứng Cri du chat là một rối loạn di truyền hiếm gặp do mất một phần nhiễm sắc thể trên nhiễm sắc thể số 5. ​​Tên của nó là một thuật ngữ tiếng Pháp (""tiếng mèo kêu"" hoặc ""tiếng mèo kêu"") để chỉ tiếng kêu giống tiếng mèo đặc trưng của những đứa trẻ bị ảnh hưởng. Nó được mô tả lần đầu tiên bởi Jérôme Lejeune vào năm 1963. Tình trạng này ảnh hưởng đến khoảng 1 trên 22.000 ca sinh sống ở tất cả các dân tộc và phổ biến hơn ở nữ giới với tỷ lệ 4:3."	https://en.wikipedia.org/wiki/Cri_du_chat_syndrome
D003490	Chứng xanh tím	Cyanosis	Chứng xanh tím là sự thay đổi màu sắc của mô thành màu tím xanh do giảm lượng oxy liên kết với huyết sắc tố trong các tế bào hồng cầu của giường mao mạch. Chứng xanh tím thường biểu hiện rõ ràng ở các mô cơ thể được bao phủ bởi lớp da mỏng, bao gồm màng nhầy, môi, giường móng tay và dái tai. Một số loại thuốc có thể gây đổi màu như thuốc có chứa amiodarone hoặc bạc. Hơn nữa, các đốm mông cổ, vết bớt lớn và việc tiêu thụ các sản phẩm thực phẩm có thuốc nhuộm màu xanh hoặc tím cũng có thể dẫn đến sự đổi màu mô da hơi xanh và có thể bị nhầm lẫn với chứng xanh tím. Khám thực thể phù hợp và lấy bệnh sử là một phần quan trọng để chẩn đoán chứng xanh tím. Kiểm soát chứng xanh tím bao gồm việc điều trị nguyên nhân chính, vì chứng xanh tím không phải là một bệnh mà là một triệu chứng. Chứng xanh tím còn được phân loại thành chứng xanh tím trung tâm và chứng xanh tím ngoại biên.	https://en.wikipedia.org/wiki/Cyanosis
D003635	Hội chứng De Lange		Không tìm thấy mô tả.	
D003638	Điếc	Deafness	"Điếc có nhiều định nghĩa khác nhau trong bối cảnh văn hóa và y tế. Trong bối cảnh y tế, ý nghĩa của điếc là tình trạng mất thính giác khiến một người không thể hiểu được ngôn ngữ nói, một tình trạng thính giác. Trong bối cảnh này, nó được viết bằng chữ thường d. Sau đó, nó được sử dụng trong bối cảnh văn hóa để chỉ những người chủ yếu giao tiếp thông qua ngôn ngữ ký hiệu bất kể khả năng nghe như thế nào, thường được viết hoa là Điếc và được gọi là ""điếc D lớn"" trong lời nói và ký hiệu. Hai định nghĩa này trùng nhau nhưng không giống nhau, vì mất thính lực bao gồm các trường hợp không đủ nghiêm trọng để ảnh hưởng đến khả năng hiểu ngôn ngữ nói, trong khi Điếc văn hóa bao gồm thính giác của những người sử dụng ngôn ngữ ký hiệu, chẳng hạn như trẻ em của người lớn Điếc. Khi nói về điếc theo cả hai nghĩa, có thể viết là d/Điếc hoặc D/điếc."	https://en.wikipedia.org/wiki/Deafness
D003639	Mất thính giác, đột ngột		Không tìm thấy mô tả.	
D003655	Trạng thái suy nhược		Không tìm thấy mô tả.	
D003693	mê sảng	Delirium	Mê sảng (trước đây là trạng thái lú lẫn cấp tính, một thuật ngữ mơ hồ hiện không được khuyến khích) là một trạng thái lú lẫn cấp tính cụ thể do hậu quả sinh lý trực tiếp của một tình trạng bệnh lý, ảnh hưởng của một chất kích thích thần kinh hoặc nhiều nguyên nhân, thường phát triển trong vài giờ đến vài ngày. Là một hội chứng, mê sảng biểu hiện bằng những rối loạn về khả năng chú ý, nhận thức và nhận thức bậc cao. Những người bị mê sảng có thể gặp các rối loạn tâm thần kinh khác bao gồm những thay đổi trong hoạt động tâm thần vận động (ví dụ: tăng động, giảm hoạt động hoặc mức độ hoạt động hỗn hợp), chu kỳ ngủ-thức bị gián đoạn, rối loạn cảm xúc, rối loạn ý thức hoặc thay đổi trạng thái ý thức, cũng như rối loạn nhận thức (ví dụ: ảo giác và ảo tưởng), mặc dù những đặc điểm này không cần thiết để chẩn đoán. Về mặt chẩn đoán, mê sảng bao gồm cả hội chứng lú lẫn cấp tính và quá trình cơ thể tiềm ẩn của nó, được gọi là bệnh não cấp tính. Nguyên nhân gây mê sảng có thể là một quá trình bệnh bên trong não hoặc một quá trình bên ngoài não nhưng vẫn ảnh hưởng đến não. Mê sảng có thể là kết quả của tình trạng bệnh lý tiềm ẩn (ví dụ: nhiễm trùng hoặc thiếu oxy), tác dụng phụ của thuốc như diphenhydramine, promethazine và dicyclomine, nhiễm độc chất (ví dụ: opioid hoặc thuốc mê sảng gây ảo giác), cai nghiện chất (ví dụ: rượu hoặc thuốc an thần) hoặc do nhiều yếu tố ảnh hưởng đến sức khỏe tổng thể của một người (ví dụ: suy dinh dưỡng, đau đớn, v.v.). Ngược lại, các đặc điểm cảm xúc và hành vi do rối loạn tâm thần nguyên phát (ví dụ như tâm thần phân liệt, rối loạn lưỡng cực) không đáp ứng các tiêu chuẩn chẩn đoán cho 'mê sảng'. Mê sảng có thể khó chẩn đoán nếu không thiết lập chức năng tâm thần thông thường hoặc 'cơ sở nhận thức' của một người trước tiên. Mê sảng có thể bị nhầm lẫn với nhiều rối loạn tâm thần hoặc hội chứng não hữu cơ mãn tính vì có nhiều dấu hiệu và triệu chứng chồng chéo với chứng mất trí, trầm cảm, rối loạn tâm thần, v.v. Mê sảng có thể xảy ra ở những người hiện có bệnh tâm thần, thiểu năng trí tuệ cơ bản hoặc sa sút trí tuệ, hoàn toàn không liên quan đến bất kỳ tình trạng nào trong số này. Mê sảng thường bị nhầm lẫn với tâm thần phân liệt, rối loạn tâm thần, hội chứng não hữu cơ, v.v. vì các dấu hiệu và triệu chứng tương tự của các rối loạn này. Điều trị mê sảng đòi hỏi phải xác định và quản lý các nguyên nhân cơ bản, kiểm soát các triệu chứng mê sảng và giảm nguy cơ biến chứng. Trong một số trường hợp, các phương pháp điều trị tạm thời hoặc triệu chứng được sử dụng để an ủi người bệnh hoặc cho phép thực hiện các biện pháp chăm sóc khác (ví dụ: ngăn người bệnh rút ống thở). Thuốc chống loạn thần không được hỗ trợ để điều trị hoặc phòng ngừa mê sảng ở những người đang nằm viện; tuy nhiên, chúng có thể được sử dụng trong trường hợp một người có trải nghiệm đau buồn như ảo giác hoặc nếu người đó gây nguy hiểm cho bản thân hoặc người khác. Khi mê sảng do rượu hoặc do cai thuốc an thần-gây ngủ, thuốc benzodiazepin thường được sử dụng như một phương pháp điều trị. Có bằng chứng cho thấy nguy cơ mê sảng ở người nhập viện có thể giảm bớt bằng các gói chăm sóc không dùng thuốc (xem Mê sảng § Phòng ngừa). Theo văn bản của DSM-5-TR, mặc dù mê sảng chỉ ảnh hưởng đến 1–2% tổng dân số, nhưng 18–35% người lớn đến bệnh viện sẽ bị mê sảng và mê sảng sẽ xảy ra ở 29–65% số người nhập viện. Mê sảng xảy ra ở 11–51% người lớn tuổi sau phẫu thuật, ở 81% những người ở ICU và ở 20–22% người ở viện dưỡng lão hoặc cơ sở chăm sóc sau cấp tính. Trong số những người cần được chăm sóc đặc biệt, mê sảng là yếu tố nguy cơ tử vong trong năm tới. Do sự nhầm lẫn giữa các dấu hiệu và triệu chứng tương tự của mê sảng với các rối loạn tâm thần kinh khác như tâm thần phân liệt và rối loạn tâm thần, việc điều trị mê sảng có thể khó khăn và thậm chí có thể khiến bệnh nhân tử vong do điều trị sai thuốc.	https://en.wikipedia.org/wiki/Delirium
D003967	Tiêu chảy	Diarrhea	Tiêu chảy (tiếng Anh Mỹ), còn được đánh vần là tiêu chảy (tiếng Anh Anh), là tình trạng đi tiêu ít nhất ba lần, phân lỏng hoặc phân nước trong một ngày. Nó thường kéo dài trong vài ngày và có thể dẫn đến mất nước do mất chất lỏng. Dấu hiệu mất nước thường bắt đầu bằng việc mất đi độ đàn hồi bình thường của da và có hành vi cáu kỉnh. Điều này có thể dẫn đến giảm đi tiểu, mất màu da, nhịp tim nhanh và giảm khả năng phản ứng khi tình trạng trở nên nghiêm trọng hơn. Tuy nhiên, phân lỏng nhưng không có nước ở trẻ bú mẹ hoàn toàn là điều bình thường. Nguyên nhân phổ biến nhất là nhiễm trùng đường ruột do virus, vi khuẩn hoặc ký sinh trùng - một tình trạng còn được gọi là viêm dạ dày ruột. Những bệnh nhiễm trùng này thường lây truyền từ thực phẩm hoặc nước bị ô nhiễm bởi phân hoặc trực tiếp từ người khác bị nhiễm bệnh. Ba loại tiêu chảy là: tiêu chảy phân nước trong thời gian ngắn, tiêu chảy ra máu trong thời gian ngắn và tiêu chảy kéo dài (kéo dài hơn hai tuần, có thể tiêu chảy ra nước hoặc có máu). Tiêu chảy phân nước trong thời gian ngắn có thể là do bệnh tả, mặc dù trường hợp này hiếm gặp ở các nước phát triển. Nếu có máu thì còn gọi là kiết lỵ. Một số nguyên nhân không nhiễm trùng có thể dẫn đến tiêu chảy. Chúng bao gồm không dung nạp lactose, tác dụng phụ của việc cai thuốc, hội chứng ruột kích thích, nhạy cảm với gluten không celiac, bệnh celiac, bệnh viêm ruột như viêm loét đại tràng, cường giáp, tiêu chảy do axit mật và một số loại thuốc. Trong hầu hết các trường hợp, không cần phải nuôi cấy phân để xác nhận nguyên nhân chính xác. Tiêu chảy có thể được ngăn ngừa bằng cách cải thiện vệ sinh, nước uống sạch và rửa tay bằng xà phòng. Nên cho con bú ít nhất sáu tháng và tiêm vắc-xin ngừa rotavirus. Dung dịch bù nước đường uống (ORS)—nước sạch với lượng muối và đường vừa phải—là phương pháp điều trị được lựa chọn. Viên kẽm cũng được khuyến khích. Những phương pháp điều trị này ước tính đã cứu được 50 triệu trẻ em trong 25 năm qua. Khi mọi người bị tiêu chảy, họ nên tiếp tục ăn thực phẩm lành mạnh và tiếp tục cho trẻ sơ sinh bú sữa mẹ. Nếu không có ORS thương mại, có thể sử dụng dung dịch tự chế. Ở những người bị mất nước nghiêm trọng, có thể cần truyền dịch tĩnh mạch. Tuy nhiên, hầu hết các trường hợp đều có thể được kiểm soát tốt bằng cách truyền dịch qua đường miệng. Thuốc kháng sinh, mặc dù hiếm khi được sử dụng, nhưng có thể được khuyên dùng trong một số trường hợp như những người bị tiêu chảy ra máu và sốt cao, những người bị tiêu chảy nặng sau khi đi du lịch và những người phát triển vi khuẩn hoặc ký sinh trùng cụ thể trong phân của họ. Loperamid có thể giúp giảm số lần đi tiêu nhưng không được khuyến cáo ở những người mắc bệnh nặng. Khoảng 1,7 đến 5 tỷ trường hợp tiêu chảy xảy ra mỗi năm. Bệnh này phổ biến nhất ở các nước đang phát triển, nơi trẻ nhỏ bị tiêu chảy trung bình ba lần một năm. Tổng số ca tử vong do tiêu chảy ước tính là 1,53 triệu vào năm 2019, giảm so với 2,9 triệu vào năm 1990. Năm 2012, đây là nguyên nhân gây tử vong phổ biến thứ hai ở trẻ dưới 5 tuổi (0,76 triệu hay 11%). Các đợt tiêu chảy thường xuyên cũng là nguyên nhân phổ biến gây suy dinh dưỡng và là nguyên nhân phổ biến nhất ở trẻ dưới 5 tuổi. Các vấn đề dài hạn khác có thể xảy ra bao gồm tăng trưởng chậm lại và phát triển trí tuệ kém.	https://en.wikipedia.org/wiki/Diarrhea
D003968	Tiêu chảy, Trẻ sơ sinh		Không tìm thấy mô tả.	
D004172	ngoại hình	Diplopia	Nhìn đôi là nhận thức đồng thời về hai hình ảnh của một vật thể có thể bị dịch chuyển so với nhau. Còn được gọi là nhìn đôi, đó là tình trạng mất tập trung thị giác trong điều kiện bình thường và thường là tự nguyện. Tuy nhiên, khi xảy ra ngoài ý muốn, nó là do chức năng của các cơ ngoại nhãn bị suy giảm, trong đó cả hai mắt vẫn hoạt động nhưng không thể quay sang nhắm vào vật thể mong muốn. Các vấn đề với các cơ này có thể là do các vấn đề cơ học, rối loạn khớp nối thần kinh cơ, rối loạn dây thần kinh sọ (III, IV và VI) chi phối các cơ và đôi khi là các rối loạn liên quan đến con đường vận động mắt siêu nhân hoặc nuốt phải chất độc. Nhìn đôi có thể là một trong những dấu hiệu đầu tiên của bệnh toàn thân, đặc biệt là đối với quá trình cơ bắp hoặc thần kinh và nó có thể phá vỡ khả năng giữ thăng bằng, vận động hoặc khả năng đọc của một người.	https://en.wikipedia.org/wiki/Diplopia
D004244	chóng mặt	Dizziness	Chóng mặt là một thuật ngữ không chính xác có thể ám chỉ cảm giác mất phương hướng trong không gian, chóng mặt hoặc choáng váng. Nó cũng có thể đề cập đến sự mất cân bằng hoặc một cảm giác không cụ thể, chẳng hạn như chóng mặt hoặc ngu ngốc. Chóng mặt là một khiếu nại y tế phổ biến, ảnh hưởng đến 20–30% số người. Chóng mặt được chia thành bốn loại chính: chóng mặt (~25–50%), mất thăng bằng (dưới ~15%), tiền ngất (dưới ~15%) và chóng mặt không đặc hiệu (~10%).  Chóng mặt là cảm giác quay tròn hoặc khiến mọi thứ xung quanh xoay quanh họ. Nhiều người cảm thấy chóng mặt rất đáng lo ngại và thường có cảm giác buồn nôn và ói mửa. Tiền ngất mô tả tình trạng choáng váng hoặc cảm thấy ngất xỉu; cái tên liên quan đến ngất xỉu, thực chất là ngất xỉu. Mất cân bằng là cảm giác mất thăng bằng và thường được đặc trưng bởi việc thường xuyên ngã theo một hướng cụ thể.  Tình trạng này thường không kèm theo buồn nôn hoặc nôn. Chóng mặt không đặc hiệu như chóng mặt dai dẳng về tư thế-nhận thức có thể có nguồn gốc tâm thần.  Đó là một chẩn đoán loại trừ và đôi khi có thể xảy ra do tăng thông khí.	https://en.wikipedia.org/wiki/Dizziness
D004314	Hội chứng Down	Down syndrome	Hội chứng Down hay hội chứng Down, còn gọi là trisomy 21, là một rối loạn di truyền do sự hiện diện của toàn bộ hoặc một phần bản sao thứ ba của nhiễm sắc thể 21. Bệnh này thường liên quan đến tình trạng chậm phát triển, thiểu năng trí tuệ ở mức độ nhẹ đến trung bình và các đặc điểm thể chất đặc trưng. Cha mẹ của người bị ảnh hưởng thường có di truyền bình thường. Tỷ lệ mắc hội chứng này tăng theo tuổi của người mẹ, từ dưới 0,1% đối với bà mẹ 20 tuổi đến 3% đối với những bà mẹ 45 tuổi. Người ta cho rằng hội chứng này xảy ra ngẫu nhiên, không có hoạt động hành vi hoặc yếu tố môi trường nào được biết đến làm thay đổi xác suất. Ba dạng di truyền khác nhau đã được xác định. Phổ biến nhất là trisomy 21, liên quan đến việc có thêm một bản sao nhiễm sắc thể 21 trong tất cả các tế bào. Nhiễm sắc thể bổ sung được cung cấp khi thụ thai khi trứng và tinh trùng kết hợp. Hội chứng Down chuyển vị liên quan đến việc gắn thêm chất liệu nhiễm sắc thể 21. Trong 1–2% trường hợp, nhiễm sắc thể bổ sung được thêm vào ở giai đoạn phôi thai và chỉ ảnh hưởng đến một số tế bào trong cơ thể; điều này được gọi là hội chứng Down khảm. Hội chứng Down có thể được xác định trong thời kỳ mang thai bằng sàng lọc trước sinh, sau đó là xét nghiệm chẩn đoán hoặc sau khi sinh bằng quan sát trực tiếp và xét nghiệm di truyền. Kể từ khi áp dụng sàng lọc, thai kỳ mắc hội chứng Down thường bị phá thai (tỷ lệ thay đổi từ 50 đến 85% tùy thuộc vào tuổi mẹ, tuổi thai và chủng tộc/dân tộc của mẹ). Không có cách chữa trị hội chứng Down. Giáo dục và chăm sóc thích hợp đã được chứng minh là mang lại chất lượng cuộc sống tốt hơn. Một số trẻ mắc hội chứng Down được học trong các lớp học thông thường, trong khi những trẻ khác cần được giáo dục chuyên biệt hơn. Một số người mắc hội chứng Down tốt nghiệp trung học và một số ít theo học chương trình giáo dục sau trung học. Ở tuổi trưởng thành, khoảng 20% ​​ở Hoa Kỳ làm một số công việc được trả lương, trong đó nhiều công việc đòi hỏi phải có môi trường làm việc được che chở. Sự hỗ trợ của người chăm sóc trong các vấn đề tài chính và pháp lý thường là cần thiết. Tuổi thọ ở các nước phát triển là khoảng 50 đến 60 năm nếu được chăm sóc sức khỏe phù hợp. Nên kiểm tra thường xuyên các vấn đề sức khoẻ thường gặp trong hội chứng Down trong suốt cuộc đời của người đó. Hội chứng Down là bất thường về nhiễm sắc thể phổ biến nhất, xảy ra ở khoảng 1 trên 1.000 trẻ sinh ra trên toàn thế giới và 1 trên 700 trẻ ở Mỹ. Năm 2015, có 5,4 triệu người mắc hội chứng Down trên toàn cầu, trong đó có 27.000 người chết, giảm so với 43.000 ca tử vong vào năm 1990. Hội chứng này được đặt theo tên của bác sĩ người Anh John Langdon Down, người đã cống hiến hành nghề y của mình cho mục đích này. Một số khía cạnh đã được bác sĩ tâm thần người Pháp Jean-Étienne Dominique Esquirol mô tả trước đó vào năm 1838 và bác sĩ người Pháp Édouard Séguin vào năm 1844. Nguyên nhân di truyền được phát hiện vào năm 1959.	https://en.wikipedia.org/wiki/Down_syndrome
D004401	Chứng khó nói	Dysarthria	"Chứng khó nói là một rối loạn âm thanh lời nói do tổn thương thần kinh của thành phần vận động của hệ thống vận động-lời nói và được đặc trưng bởi khả năng phát âm kém của các âm vị. Những người bị ảnh hưởng thiếu khả năng kiểm soát đầy đủ các cơ dùng cho lời nói để phát âm các từ một cách rõ ràng. Chứng khó nói không liên quan đến các vấn đề về hiểu ngôn ngữ (nghĩa là chứng khó đọc hoặc mất ngôn ngữ), mặc dù một người có thể mắc cả hai. Bất kỳ hệ thống phụ nào của giọng nói (hô hấp, phát âm, cộng hưởng, nhịp điệu và phát âm) đều có thể bị ảnh hưởng, dẫn đến suy giảm khả năng hiểu, khả năng nghe, tính tự nhiên và hiệu quả của giao tiếp bằng giọng nói. Chứng khó nói đã tiến triển đến mức mất hoàn toàn khả năng nói được gọi là chứng anarthria. Thuật ngữ dysarthria được hình thành từ các thành phần tiếng Hy Lạp dys- ""rối loạn chức năng, suy giảm"" và arthr- ""khớp, phát âm"". Chấn thương thần kinh do tổn thương ở hệ thần kinh trung ương hoặc ngoại biên có thể dẫn đến yếu, tê liệt hoặc thiếu sự phối hợp của hệ thống vận động-lời nói, gây ra chứng khó nói. Những tác động này lần lượt cản trở việc kiểm soát lưỡi, cổ họng, môi hoặc phổi; ví dụ, các vấn đề về nuốt (khó nuốt) cũng thường xuất hiện ở những người mắc chứng khó nuốt. Các dây thần kinh sọ điều khiển các cơ liên quan đến chứng khó phát âm bao gồm nhánh vận động của dây thần kinh sinh ba (V), dây thần kinh mặt (VII), dây thần kinh thiệt hầu (IX), dây thần kinh phế vị (X) và dây thần kinh hạ thiệt (XII). Chứng khó nói không bao gồm các rối loạn ngôn ngữ do các bất thường về cấu trúc, chẳng hạn như hở hàm ếch và không được nhầm lẫn với chứng mất khả năng nói, đề cập đến các vấn đề trong khía cạnh lập kế hoạch và lập trình của hệ thống vận động-lời nói. Giống như thuật ngữ ""phát âm"" có thể có nghĩa là ""lời nói"" hoặc ""chuyển động khớp"", dạng kết hợp của arthr cũng giống như các thuật ngữ ""chứng khó nói"", ""chứng khó nói"" và ""bệnh khớp""; thuật ngữ ""chứng khó nói"" thường được dành riêng cho vấn đề về giọng nói và không được dùng để chỉ bệnh khớp, trong khi ""chứng khó nói"" có cả hai giác quan nhưng thường đề cập đến bệnh khớp."	https://en.wikipedia.org/wiki/Dysarthria
